linha,descricao,agencia,sequencia,latitude,longitude
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,81,"-23.021","-43.4982"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,139,"-22.9873","-43.2239"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,150,"-22.9786","-43.1889"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,50,"-22.9981","-43.2667"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,67,"-22.9997","-43.3539"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,82,"-23.005","-43.4316"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,99,"-23.0203","-43.5008"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,24,"-22.9642","-43.7046"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,69,"-22.9949","-43.6167"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,99,"-23.0009","-43.4163"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,126,"-23.0055","-43.3186"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,143,"-22.9865","-43.2051"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,149,"-22.9808","-43.1895"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,28,"-22.9867","-43.1997"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,49,"-22.9975","-43.2646"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,77,"-22.9995","-43.4074"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,85,"-23.0092","-43.4477"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,103,"-23.0052","-43.558"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,139,"-22.9809","-43.6656"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,15,"-22.9517","-43.6822"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,39,"-22.9795","-43.6895"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,121,"-23.0008","-43.3357"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,142,"-22.9863","-43.2094"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,7,"-22.9428","-43.1769"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,13,"-22.9667","-43.1771"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,40,"-22.992","-43.2336"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,102,"-23.0075","-43.5444"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,123,"-23.0008","-43.6348"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,21,"-22.9594","-43.6953"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,67,"-22.9964","-43.6251"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,3,"-22.9078","-43.1748"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,17,"-22.9704","-43.183"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,52,"-23.0074","-43.3042"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,167,"-22.9578","-43.6907"
2337,2337-SANTA CRUZ X CASTELO (VIA SEPETIBA),Fetranspor,1,"-22.9148","-43.6822"
