linha,descricao,agencia,sequencia,latitude,longitude
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,20,"-22.9285","-43.3563"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,11,"-22.8971","-43.1891"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,12,"-22.8971","-43.1915"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,40,"-22.9097","-43.1767"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,25,"-22.9309","-43.3534"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,31,"-22.9205","-43.3603"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,39,"-22.9099","-43.1758"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,24,"-22.9338","-43.3525"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,36,"-22.9205","-43.3707"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,7,"-22.9224","-43.3724"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,33,"-22.9179","-43.3643"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,10,"-22.9208","-43.3696"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,12,"-22.9184","-43.3651"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,32,"-22.8959","-43.1916"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,24,"-22.875","-43.2435"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,35,"-22.8969","-43.183"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,5,"-22.9196","-43.3753"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,14,"-22.9175","-43.3613"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,3,"-22.9182","-43.3763"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,19,"-22.9278","-43.3584"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,21,"-22.9278","-43.3511"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,19,"-22.8777","-43.2409"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,42,"-22.9086","-43.174"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,10,"-22.8975","-43.1847"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,22,"-22.9369","-43.3511"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,15,"-22.9193","-43.3605"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,41,"-22.9089","-43.1748"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,5,"-22.9072","-43.1739"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,39,"-22.9201","-43.3744"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,8,"-22.8993","-43.1779"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,31,"-22.8962","-43.1937"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,18,"-22.8911","-43.2154"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,38,"-22.92","-43.3725"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,23,"-22.9266","-43.3458"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,15,"-22.8989","-43.2005"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,18,"-22.9256","-43.3597"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,13,"-22.8975","-43.1951"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,27,"-22.9259","-43.3568"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,9,"-22.9209","-43.3696"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,11,"-22.9195","-43.3671"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,16,"-22.9217","-43.3606"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,27,"-22.9","-43.2023"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,17,"-22.8944","-43.2139"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,38,"-22.9035","-43.1783"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,2,"-22.9063","-43.1742"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,29,"-22.8993","-43.198"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,4,"-22.9068","-43.1751"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,21,"-22.8718","-43.2492"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,25,"-22.8946","-43.2151"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,46,"-22.9064","-43.1749"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,33,"-22.8952","-43.188"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,44,"-22.9062","-43.1738"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,1,"-22.9062","-43.1738"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,22,"-22.9268","-43.3489"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,37,"-22.9006","-43.1794"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,6,"-22.9027","-43.1756"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,9,"-22.8961","-43.1818"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,28,"-22.9249","-43.3584"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,37,"-22.9201","-43.3724"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,44,"-22.9153","-43.3798"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,20,"-22.8751","-43.2428"
2112,2112-TAQUARA X CASTELO (VIA LINHA AMARELA),Fetranspor,41,"-22.9188","-43.3759"
