linha,descricao,agencia,sequencia,latitude,longitude
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,17,"-22.9569","-43.1774"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,5,"-22.9839","-43.2103"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,21,"-22.9426","-43.1768"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,32,"-22.9137","-43.1811"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,57,"-22.9683","-43.1884"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,65,"-22.9803","-43.2127"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,1,"-22.9852","-43.2219"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,3,"-22.9837","-43.218"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,27,"-22.9294","-43.174"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,56,"-22.9159","-43.2353"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,59,"-22.9145","-43.2397"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,16,"-22.9196","-43.2234"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,24,"-22.9143","-43.2056"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,16,"-22.9616","-43.1751"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,41,"-22.9155","-43.2094"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,6,"-22.9842","-43.2041"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,31,"-22.9142","-43.177"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,5,"-22.9173","-43.244"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,38,"-22.9211","-43.1737"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,9,"-22.9833","-43.1924"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,4,"-22.9842","-43.2135"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,40,"-22.9143","-43.2062"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,22,"-22.9174","-43.2111"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,18,"-22.9528","-43.1762"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,36,"-22.9115","-43.1903"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,38,"-22.9121","-43.1981"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,32,"-22.9134","-43.1791"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,33,"-22.913","-43.1822"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,10,"-22.9794","-43.191"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,20,"-22.9197","-43.2152"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,59,"-22.9727","-43.1921"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,51,"-22.9135","-43.2276"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,53,"-22.9174","-43.2309"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,11,"-22.9152","-43.2325"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,13,"-22.9163","-43.2281"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,49,"-22.9433","-43.1805"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,53,"-22.9638","-43.1784"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,56,"-22.9677","-43.1872"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,61,"-22.9769","-43.1963"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,62,"-22.9793","-43.2025"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,57,"-22.9139","-43.2357"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,4,"-22.9177","-43.2465"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,21,"-22.9182","-43.2123"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,2,"-22.9839","-43.2209"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,2,"-22.9177","-43.2512"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,14,"-22.9165","-43.2263"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,54,"-22.965","-43.1819"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,42,"-22.9161","-43.212"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,62,"-22.9164","-43.2495"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,39,"-22.9227","-43.1724"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,60,"-22.9153","-43.2438"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,43,"-22.9318","-43.1744"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,44,"-22.9186","-43.2182"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,47,"-22.9159","-43.2226"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,3,"-22.9182","-43.2492"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,18,"-22.9213","-43.2198"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,37,"-22.9181","-43.1766"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,46,"-22.9364","-43.174"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,55,"-22.9661","-43.1841"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,23,"-22.9164","-43.2095"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,44,"-22.9338","-43.1744"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,30,"-22.9227","-43.1723"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,12,"-22.916","-43.2304"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,29,"-22.9147","-43.189"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,36,"-22.9162","-43.1763"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,39,"-22.9128","-43.2016"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,52,"-22.9155","-43.2294"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,55,"-22.9176","-43.2348"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,6,"-22.9169","-43.2423"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,27,"-22.9141","-43.1963"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,48,"-22.9406","-43.176"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,14,"-22.9671","-43.181"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,1,"-22.9163","-43.2512"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,15,"-22.9178","-43.2246"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,34,"-22.9142","-43.1775"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,47,"-22.9396","-43.1749"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,43,"-22.917","-43.2143"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,49,"-22.9139","-43.225"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,42,"-22.9293","-43.1741"
433,433-VILA ISABEL X LEBLON (VIA COPACABANA) - CIRCULAR,Fetranspor,9,"-22.9159","-43.2364"
