linha,descricao,agencia,sequencia,latitude,longitude
176,176-SAO CONRADO X CENTRAL,Fetranspor,27,"-22.9464","-43.1826"
176,176-SAO CONRADO X CENTRAL,Fetranspor,30,"-22.9495","-43.1878"
176,176-SAO CONRADO X CENTRAL,Fetranspor,50,"-22.9975","-43.2646"
176,176-SAO CONRADO X CENTRAL,Fetranspor,13,"-22.9211","-43.1737"
176,176-SAO CONRADO X CENTRAL,Fetranspor,47,"-22.9774","-43.2265"
176,176-SAO CONRADO X CENTRAL,Fetranspor,20,"-22.9355","-43.1742"
176,176-SAO CONRADO X CENTRAL,Fetranspor,32,"-22.9355","-43.174"
176,176-SAO CONRADO X CENTRAL,Fetranspor,33,"-22.9327","-43.1744"
176,176-SAO CONRADO X CENTRAL,Fetranspor,34,"-22.9294","-43.174"
176,176-SAO CONRADO X CENTRAL,Fetranspor,22,"-22.9396","-43.1749"
176,176-SAO CONRADO X CENTRAL,Fetranspor,14,"-22.9622","-43.2155"
176,176-SAO CONRADO X CENTRAL,Fetranspor,31,"-22.9396","-43.1711"
176,176-SAO CONRADO X CENTRAL,Fetranspor,5,"-22.9057","-43.1827"
176,176-SAO CONRADO X CENTRAL,Fetranspor,7,"-22.9121","-43.1788"
