linha,descricao,agencia,sequencia,latitude,longitude
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,50,"-22.9406","-43.1828"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,57,"-22.9433","-43.1809"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,64,"-22.8685","-43.2749"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,75,"-22.8654","-43.2961"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,17,"-22.8672","-43.2722"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,15,"-22.9847","-43.1958"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,41,"-22.8907","-43.242"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,76,"-22.986","-43.2252"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,38,"-22.8962","-43.2369"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,8,"-22.869","-43.2843"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,43,"-22.9104","-43.2217"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,78,"-22.9834","-43.228"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,86,"-22.9791","-43.2312"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,32,"-22.8826","-43.254"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,18,"-22.8681","-43.269"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,22,"-22.8738","-43.2666"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,24,"-22.8703","-43.2683"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,68,"-22.9839","-43.1917"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,6,"-22.9833","-43.2282"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,32,"-22.909","-43.2224"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,39,"-22.8944","-43.2387"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,48,"-22.8764","-43.2569"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,66,"-22.8731","-43.278"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,6,"-22.8662","-43.2885"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,66,"-22.974","-43.1914"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,85,"-22.9786","-43.2297"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,26,"-22.9334","-43.1845"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,48,"-22.9085","-43.198"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,80,"-22.9808","-43.2264"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,8,"-22.9882","-43.2283"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,14,"-22.9844","-43.2016"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,27,"-22.9076","-43.1997"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,35,"-22.8987","-43.2376"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,74,"-22.8651","-43.2944"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,19,"-22.8702","-43.2684"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,45,"-22.9114","-43.2144"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,60,"-22.9495","-43.1806"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,62,"-22.9638","-43.1784"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,34,"-22.899","-43.2397"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,58,"-22.8698","-43.2657"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,1,"-22.8655","-43.2998"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,1,"-22.979","-43.2309"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,4,"-22.9795","-43.2266"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,2,"-22.8653","-43.2987"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,56,"-22.9472","-43.1822"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,61,"-22.9549","-43.1783"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,71,"-22.9856","-43.1998"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,84,"-22.9766","-43.2296"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,37,"-22.8975","-43.2368"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,50,"-22.8704","-43.2584"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,83,"-22.9751","-43.2258"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,16,"-22.9836","-43.1935"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,57,"-22.87","-43.2623"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,12,"-22.9838","-43.2118"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,24,"-22.9528","-43.1762"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,76,"-22.8654","-43.2995"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,13,"-22.8729","-43.2805"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,35,"-22.8899","-43.2445"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,3,"-22.9786","-43.2271"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,17,"-22.9824","-43.191"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,34,"-22.8865","-43.2513"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,39,"-22.8955","-43.24"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,31,"-22.9099","-43.221"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,51,"-22.9435","-43.1836"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,59,"-22.9457","-43.1818"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,7,"-22.9843","-43.2291"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,36,"-22.8989","-43.2359"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,59,"-22.8691","-43.268"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,73,"-22.8654","-43.2921"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,11,"-22.8731","-43.2819"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,14,"-22.8719","-43.2768"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,70,"-22.9857","-43.197"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,71,"-22.866","-43.2886"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,26,"-22.8699","-43.2644"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,47,"-22.9094","-43.2009"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,18,"-22.9762","-43.1901"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,20,"-22.9694","-43.1849"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,56,"-22.8696","-43.2594"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,61,"-22.8681","-43.2689"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,5,"-22.8654","-43.2898"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,30,"-22.8785","-43.2552"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,42,"-22.9106","-43.2287"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,21,"-22.9665","-43.1793"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,20,"-22.8725","-43.2682"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,28,"-22.87","-43.2585"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,53,"-22.9475","-43.1842"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,55,"-22.951","-43.1833"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,58,"-22.9433","-43.1805"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,40,"-22.8915","-43.2407"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,47,"-22.8784","-43.2552"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,46,"-22.9102","-43.2037"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,81,"-22.9771","-43.2255"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,2,"-22.9793","-43.2293"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,11,"-22.9842","-43.2135"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,52,"-22.8681","-43.258"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,55,"-22.8668","-43.2567"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,69,"-22.8701","-43.284"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,10,"-22.8721","-43.2827"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,49,"-22.8735","-43.2581"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,44,"-22.9107","-43.2182"
402,402-ENGENHO DA RAINHA X GAVEA,Fetranspor,54,"-22.9488","-43.1842"
