linha,descricao,agencia,sequencia,shape_id,latitude,longitude
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,0,17373190,"-22.8801","-43.2696"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,1,17373190,"-22.8799","-43.27"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,2,17373190,"-22.8794","-43.2709"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,3,17373190,"-22.8793","-43.2712"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,4,17373190,"-22.879","-43.2718"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,5,17373190,"-22.8787","-43.2724"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,6,17373190,"-22.8786","-43.2728"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,7,17373190,"-22.8786","-43.2728"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,8,17373190,"-22.8785","-43.273"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,9,17373190,"-22.8783","-43.2733"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,10,17373190,"-22.8783","-43.2734"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,11,17373190,"-22.8781","-43.2736"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,12,17373190,"-22.878","-43.2737"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,13,17373190,"-22.878","-43.2737"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,14,17373190,"-22.8779","-43.2738"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,15,17373190,"-22.8777","-43.2741"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,16,17373190,"-22.8776","-43.2742"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,17,17373190,"-22.8774","-43.2742"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,18,17373190,"-22.8774","-43.2742"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,19,17373190,"-22.8773","-43.2743"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,20,17373190,"-22.8771","-43.2743"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,21,17373190,"-22.877","-43.2743"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,22,17373190,"-22.8768","-43.2742"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,23,17373190,"-22.8767","-43.274"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,24,17373190,"-22.8764","-43.2738"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,25,17373190,"-22.8763","-43.2735"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,26,17373190,"-22.8762","-43.2734"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,27,17373190,"-22.8761","-43.2734"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,28,17373190,"-22.876","-43.2733"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,29,17373190,"-22.8759","-43.2733"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,30,17373190,"-22.8758","-43.2733"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,31,17373190,"-22.8758","-43.2733"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,32,17373190,"-22.8758","-43.2733"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,33,17373190,"-22.8757","-43.2734"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,34,17373190,"-22.8757","-43.2734"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,35,17373190,"-22.8757","-43.2734"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,36,17373190,"-22.8756","-43.2734"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,37,17373190,"-22.8755","-43.2735"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,38,17373190,"-22.8754","-43.2737"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,39,17373190,"-22.8754","-43.2738"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,40,17373190,"-22.8754","-43.2739"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,41,17373190,"-22.8754","-43.274"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,42,17373190,"-22.8754","-43.2741"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,43,17373190,"-22.8759","-43.2751"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,44,17373190,"-22.8761","-43.2755"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,45,17373190,"-22.8763","-43.2757"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,46,17373190,"-22.8763","-43.2757"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,47,17373190,"-22.8764","-43.2759"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,48,17373190,"-22.8765","-43.276"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,49,17373190,"-22.8765","-43.2761"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,50,17373190,"-22.8767","-43.2763"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,51,17373190,"-22.8773","-43.2768"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,52,17373190,"-22.8776","-43.2771"
611,611-DEL CASTILHO X CURICICA (VIA LINHA AMARELA),Fetranspor,53,17373190,"-22.8779","-43.2773"
