linha,descricao,agencia,sequencia,shape_id,latitude,longitude
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,0,17531035,"-22.8678","-43.6735"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,1,17531035,"-22.8681","-43.6736"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,2,17531035,"-22.8682","-43.6737"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,3,17531035,"-22.8687","-43.6742"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,4,17531035,"-22.869","-43.6747"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,5,17531035,"-22.8699","-43.6754"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,6,17531035,"-22.8704","-43.6758"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,7,17531035,"-22.8706","-43.6759"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,8,17531035,"-22.8709","-43.6759"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,9,17531035,"-22.8713","-43.676"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,10,17531035,"-22.8719","-43.6761"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,11,17531035,"-22.8723","-43.6761"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,12,17531035,"-22.8723","-43.6761"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,13,17531035,"-22.8725","-43.6761"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,14,17531035,"-22.8725","-43.6761"
825,825-JESUITAS X CAMPO GRANDE (VIA SANTA CRUZ),Fetranspor,15,17531035,"-22.8731","-43.6762"
