linha,descricao,agencia,sequencia,shape_id,latitude,longitude
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,0,17358730,"-22.958","-43.1914"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,1,17358730,"-22.958","-43.1914"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,2,17358730,"-22.958","-43.1912"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,3,17358730,"-22.958","-43.1912"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,4,17358730,"-22.9579","-43.1908"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,5,17358730,"-22.9579","-43.1908"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,6,17358730,"-22.9573","-43.1892"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,7,17358730,"-22.9573","-43.1892"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,8,17358730,"-22.9558","-43.19"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,9,17358730,"-22.9558","-43.19"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,10,17358730,"-22.9547","-43.1905"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,11,17358730,"-22.9547","-43.1905"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,12,17358730,"-22.9537","-43.1909"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,13,17358730,"-22.9537","-43.1909"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,14,17358730,"-22.9536","-43.1907"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,15,17358730,"-22.9536","-43.1907"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,16,17358730,"-22.9533","-43.1898"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,17,17358730,"-22.9533","-43.1898"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,18,17358730,"-22.9529","-43.1886"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,19,17358730,"-22.9529","-43.1886"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,20,17358730,"-22.9526","-43.1877"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,21,17358730,"-22.9526","-43.1877"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,22,17358730,"-22.9526","-43.1875"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,23,17358730,"-22.9526","-43.1875"
425,425-GRAJAU X REAL GRANDEZA  (VIA TUNEL SANTA BARBARA) - CIRCULAR,Fetranspor,24,17358730,"-22.9525","-43.1872"
