linha,descricao,agencia,sequencia,shape_id,latitude,longitude
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,0,17571189,"-22.9634","-43.1753"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,1,17571189,"-22.9642","-43.1748"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,2,17571189,"-22.9642","-43.1748"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,3,17571189,"-22.964","-43.1742"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,4,17571189,"-22.964","-43.1742"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,5,17571189,"-22.9638","-43.1739"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,6,17571189,"-22.9638","-43.1739"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,7,17571189,"-22.9635","-43.1741"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,8,17571189,"-22.9631","-43.1743"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,9,17571189,"-22.963","-43.1744"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,10,17571189,"-22.963","-43.1744"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,11,17571189,"-22.9624","-43.1747"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,12,17571189,"-22.9617","-43.1751"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,13,17571189,"-22.9617","-43.1751"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,14,17571189,"-22.9616","-43.1752"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,15,17571189,"-22.9607","-43.1756"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,16,17571189,"-22.9607","-43.1756"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,17,17571189,"-22.9581","-43.1771"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,18,17571189,"-22.9581","-43.1771"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,19,17571189,"-22.9579","-43.1772"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,20,17571189,"-22.9577","-43.1772"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,21,17571189,"-22.9574","-43.1773"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,22,17571189,"-22.9562","-43.1775"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,23,17571189,"-22.9557","-43.1776"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,24,17571189,"-22.9553","-43.1776"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,25,17571189,"-22.9553","-43.1776"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,26,17571189,"-22.9551","-43.1776"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,27,17571189,"-22.955","-43.1776"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,28,17571189,"-22.9548","-43.1775"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,29,17571189,"-22.9547","-43.1775"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,30,17571189,"-22.9546","-43.1774"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,31,17571189,"-22.9544","-43.1773"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,32,17571189,"-22.9544","-43.1773"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,33,17571189,"-22.953","-43.1763"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,34,17571189,"-22.953","-43.1763"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,35,17571189,"-22.9522","-43.1757"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,36,17571189,"-22.9522","-43.1757"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,37,17571189,"-22.9518","-43.1754"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,38,17571189,"-22.9518","-43.1754"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,39,17571189,"-22.9516","-43.1753"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,40,17571189,"-22.9516","-43.1753"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,41,17571189,"-22.9515","-43.1753"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,42,17571189,"-22.9515","-43.1752"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,43,17571189,"-22.9513","-43.1753"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,44,17571189,"-22.9513","-43.1753"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,45,17571189,"-22.9512","-43.1753"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,46,17571189,"-22.9511","-43.1754"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,47,17571189,"-22.9511","-43.1754"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,48,17571189,"-22.951","-43.1755"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,49,17571189,"-22.9509","-43.1757"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,50,17571189,"-22.9506","-43.1761"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,51,17571189,"-22.9506","-43.1761"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,52,17571189,"-22.9505","-43.1764"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,53,17571189,"-22.9504","-43.1766"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,54,17571189,"-22.9502","-43.1769"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,55,17571189,"-22.9502","-43.1769"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,56,17571189,"-22.9501","-43.1773"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,57,17571189,"-22.95","-43.1776"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,58,17571189,"-22.95","-43.1777"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,59,17571189,"-22.95","-43.178"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,60,17571189,"-22.95","-43.1781"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,61,17571189,"-22.9501","-43.1782"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,62,17571189,"-22.9502","-43.1787"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,63,17571189,"-22.9503","-43.1789"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,64,17571189,"-22.9505","-43.1792"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,65,17571189,"-22.9506","-43.1794"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,66,17571189,"-22.9508","-43.18"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,67,17571189,"-22.951","-43.1805"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,68,17571189,"-22.951","-43.1805"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,69,17571189,"-22.951","-43.1807"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,70,17571189,"-22.951","-43.1808"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,71,17571189,"-22.951","-43.1809"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,72,17571189,"-22.951","-43.1809"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,73,17571189,"-22.9509","-43.181"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,74,17571189,"-22.9509","-43.1811"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,75,17571189,"-22.9508","-43.1812"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,76,17571189,"-22.9506","-43.1813"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,77,17571189,"-22.9505","-43.1814"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,78,17571189,"-22.9504","-43.1814"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,79,17571189,"-22.9504","-43.1814"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,80,17571189,"-22.9502","-43.1815"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,81,17571189,"-22.9499","-43.1816"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,82,17571189,"-22.9496","-43.1817"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,83,17571189,"-22.9491","-43.1819"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,84,17571189,"-22.9491","-43.1819"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,85,17571189,"-22.9486","-43.1821"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,86,17571189,"-22.9485","-43.1821"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,87,17571189,"-22.9484","-43.1821"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,88,17571189,"-22.9484","-43.1821"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,89,17571189,"-22.9483","-43.1821"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,90,17571189,"-22.9476","-43.1822"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,91,17571189,"-22.9476","-43.1822"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,92,17571189,"-22.9471","-43.1822"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,93,17571189,"-22.9468","-43.1822"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,94,17571189,"-22.9462","-43.1822"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,95,17571189,"-22.9462","-43.1822"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,96,17571189,"-22.9461","-43.1822"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,97,17571189,"-22.9459","-43.1821"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,98,17571189,"-22.9454","-43.182"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,99,17571189,"-22.9451","-43.1819"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,100,17571189,"-22.9444","-43.1816"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,101,17571189,"-22.9437","-43.1812"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,102,17571189,"-22.9437","-43.1812"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,103,17571189,"-22.9431","-43.1808"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,104,17571189,"-22.9431","-43.1808"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,105,17571189,"-22.9431","-43.1808"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,106,17571189,"-22.9426","-43.1803"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,107,17571189,"-22.9424","-43.1801"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,108,17571189,"-22.9422","-43.1798"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,109,17571189,"-22.9421","-43.1796"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,110,17571189,"-22.942","-43.1794"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,111,17571189,"-22.942","-43.1794"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,112,17571189,"-22.9419","-43.1792"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,113,17571189,"-22.9418","-43.179"
421,421-VILA ISABEL X PRADO JUNIOR - CIRCULAR,Fetranspor,114,17571189,"-22.9418","-43.1788"
